LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,NAME_1,ID_1
32.4649,34.7579,S+SL/LFM+CDM/H:1,"Steel, low rise",15.8113861152,Ind,2243.54980175436,1250.0,44342040.23027324,6651306.034540987,11085510.05756831,26605224.138163947,1511.199947488558,801.8381585375863,72.94788826519392,155.08311661114456,343.289721137975,Geroskipou Municipality,CY000_6010,Paphos,5
32.4482,34.7746,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",1.1180800225,Ind,2243.54980175436,1312.5,3292364.529333318,493854.67939999775,823091.1323333295,1975418.717599991,385.78938965257737,204.6986927814886,18.622632522614392,39.59067163962162,87.63733231457485,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7746,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",6.389028700000001,Ind,2243.54980175436,1312.5,18813511.59619039,2822026.739428558,4703377.899047597,11288106.957714235,2204.510798014728,1169.7068158942204,106.41504298636794,226.2324093692664,500.7847560832849,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7746,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",0.7986285875000001,Ind,2243.54980175436,1312.5,2351688.9495237987,352753.34242856974,587922.2373809497,1411013.369714279,275.56384975184096,146.21335198677755,13.301880373295992,28.279051171158294,62.59809451041061,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7746,S+SL/LFM+CDM/H:1,"Steel, low rise",7.66683444,Ind,2243.54980175436,1250.0,21501156.109931868,3225173.41648978,5375289.027482967,12900693.66595912,2645.412957617673,1403.6481790730645,127.69805158364149,271.47889124311956,600.9417072999418,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7996,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",1.3271618101000002,Ind,2243.54980175436,1312.5,3908039.12092888,586205.8681393319,977009.7802322198,2344823.472557328,457.9322896261559,242.97749907876945,22.10507851868898,46.99415639216018,104.02557799653951,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7996,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",7.583781772000001,Ind,2243.54980175436,1312.5,22331652.119593594,3349747.817939039,5582913.029898399,13398991.271756155,2616.7559407208905,1388.4428518786822,126.31473439250846,268.5380365266296,594.4318742659401,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7996,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",0.9479727215000001,Ind,2243.54980175436,1312.5,2791456.5149491993,418718.47724237974,697864.1287372997,1674873.908969519,327.09449259011126,173.55535648483524,15.789341799063553,33.56725456582869,74.30398428324249,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.7996,S+SL/LFM+CDM/H:1,"Steel, low rise",9.1005381264,Ind,2243.54980175436,1250.0,25521888.136678386,3828283.2205017577,6380472.034169598,15313132.88200703,3140.1071288650683,1666.1314222544186,151.57768127101014,322.2456438319555,713.3182491191283,Pafos Municipality,CY000_6000,Paphos,5
32.4482,34.8079,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",1.0443378211,Ind,2243.54980175436,1312.5,3075218.8838351993,461282.8325752799,768804.7209587998,1845131.3303011197,19.651564203507885,10.427061011688671,0.9486104814496308,2.016692647474488,4.464121380204262,Mesogi,CY000_6025,Paphos,5
32.4482,34.8079,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",5.967644692,Ind,2243.54980175436,1312.5,17572679.33620114,2635901.900430171,4393169.834050285,10543607.601720683,112.29465259147362,59.583205781078135,5.420631322569318,11.523957985568506,25.50926502973865,Mesogi,CY000_6025,Paphos,5
