LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,ID_1,NAME_1
6.127000000000002,49.8555,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.0751,Com,Hotels,1073,2669.0,215074.1587,43014.831739999994,64522.247610000006,107537.07935,1.850827609929362,0.9424654797349602,0.08000665050822148,0.17435443875198064,0.3989421896650541,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.3169,Com,Offices,305,2550.0,246468.975,49293.79500000001,73940.6925,123234.4875,2.219976560906272,1.1304409245087657,0.09596403678657586,0.209129561955334,0.4785115077502252,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.8081999999999999,Com,Trade,1283,1904.0,1974296.8224,394859.36448000005,592289.0467199999,987148.4112,23.816164043276487,12.127500340968954,1.0295132311807345,2.243566009450797,5.133526527200162,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",0.4506,Com,Hotels,2146,2669.0,2580889.9044,516177.98088000005,774266.9713199999,1290444.9522,22.209931319152346,11.309585756819525,0.9600798060986576,2.092253265023768,4.78730627598065,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1.9014,Com,Offices,610,2550.0,2957627.7,591525.54,887288.31,1478813.85,26.639718730875266,13.565291094105186,1.1515684414389102,2.509554743464008,5.7421380930027,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",0.1347,Com,Trade,2565,1904.0,657842.4720000001,131568.4944,197352.7416,328921.23600000003,7.935627535854016,4.040924704414832,0.34303733930612945,0.7475638885738237,1.7105086440982618,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",37.9255,Com,Hotels,1073,2669.0,108612450.1435,21722490.0287,32583735.04305,54306225.07175,934.6679430143276,475.9450672661548,40.40335850665185,88.0489915697502,201.46580578085232,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",68.4504,Com,Offices,305,2550.0,53237298.6,10647459.72,15971189.58,26618649.3,479.51493715575475,244.17523969389333,20.728231945900387,45.17198538235214,103.35848567404864,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",89.71019999999999,Com,Trade,1283,1904.0,219146947.2864,43829389.45728,65744084.18591999,109573473.64319998,2643.594208803691,1346.152537847554,114.27596866106151,249.03582704903852,569.8214445192182,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",16.221600000000002,Com,Hotels,2146,2669.0,92912036.55840002,18582407.311680004,27873610.96752001,46456018.27920001,799.5575274894844,407.14508724550285,34.56287301955168,75.32111754085564,172.3430259353034,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",159.71759999999998,Com,Offices,610,2550.0,248440726.79999995,49688145.35999999,74532218.03999998,124220363.39999998,2237.7363733935213,1139.4844519048356,96.73174908086844,210.80259845097663,482.33959981222677,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",7.408499999999999,Com,Trade,2565,1904.0,36181335.95999999,7236267.191999999,10854400.787999997,18090667.98,436.4595144719709,222.2508587428157,18.86705366183712,41.1160138715603,94.07797542540438,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+ST/LWAL+CDN/H:1,"Unreinforced masonry, low rise",3.004,Com,Hotels,1073,2669.0,8602966.348,1720593.2696,2580889.9044,4301483.174,74.03310439717445,37.698619189398386,3.2002660203288578,6.974177550079223,15.95768758660216,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+ST/LWAL+CDN/H:1,"Unreinforced masonry, low rise",3.169,Com,Offices,305,2550.0,2464689.7499999995,492937.95,739406.9249999998,1232344.8749999998,22.19976560906272,11.304409245087655,0.9596403678657583,2.0912956195533394,4.78511507750225,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+ST/LWAL+CDN/H:1,"Unreinforced masonry, low rise",5.388,Com,Trade,1283,1904.0,13161978.816,2632395.7632,3948593.6448,6580989.408,158.7744269551766,80.85000227312636,6.863421541204898,14.957106729671981,34.22351018133441,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",0.7509999999999999,Com,Hotels,2146,2669.0,4301483.174,860296.6348,1290444.9522,2150741.587,37.01655219858723,18.8493095946992,1.6001330101644289,3.487088775039612,7.97884379330108,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",12.675999999999998,Com,Offices,610,2550.0,19717518.0,3943503.6,5915255.3999999985,9858758.999999998,177.59812487250173,90.43527396070124,7.677122942926067,16.730364956426715,38.280920620018,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1.347,Com,Trade,2565,1904.0,6578424.72,1315684.944,1973527.416,3289212.36,79.35627535854016,40.40924704414831,3.430373393061294,7.4756388857382365,17.105086440982618,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,W/LPB+CDL/H:1,"Wood, low rise",1.6522,Com,Hotels,1073,2983.0,5288294.0198,1057658.80396,1586488.20594,2644147.0099,40.71820741844596,20.734240554169126,1.7601463111808724,3.835797652543573,8.776728172631191,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,W/LPB+CDL/H:1,"Wood, low rise",3.3675,Com,Trade,1283,2128.0,9194029.32,1838805.864,2758208.796,4597014.66,99.2340168469854,50.531251420703974,4.289638463253061,9.34819170604499,21.389693863334013,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,W/LPB+CDL/H:2,"Wood, low rise",0.6759000000000001,Com,Hotels,2146,2983.0,4326786.0162,865357.2032400002,1298035.80486,2163393.0081,33.31489697872851,16.96437863522928,1.4401197091479865,3.138379897535651,7.180959413970973,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,W/LPB+CDL/H:2,"Wood, low rise",0.8081999999999999,Com,Trade,2565,2128.0,4411414.2239999985,882282.8448,1323424.2672,2205707.112,47.61376521512409,24.245548226488985,2.0582240358367763,4.485383331442941,10.263051864589569,Diekirch,2,1,Diekirch
5.8965,49.7862,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",13.2956,Com,Trade,1283,2352.0,40121015.2896,8024203.05792,12036304.58688,20060507.6448,388.4335252221054,197.79540067892395,16.791010211538556,36.5917975932606,83.72606949457436,Redange,3,1,Diekirch
5.8965,49.7862,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",1.4687,Com,Trade,2565,2352.0,8860490.855999999,1772098.1711999997,2658147.2568,4430245.427999998,85.78326529255243,43.6819538694165,3.7081961004338098,8.081083831986962,18.490411267279093,Redange,3,1,Diekirch
