ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE,DWELLINGS,DWELLINGS_PER_BUILDING
44,MUR+CL/LWAL+CDN/HBET:1-4,14.1795,URBAN,56.718,4
44,MUR+CL/LWAL+CDN/HBET:1-4,179.4852,RURAL,358.9704,2
44,MUR+CL/LWAL+CDN/HBET:1-4,101.8942,URBAN,203.7884,2
44,W/LPB+CDL/HBET:1-3,217.241,RURAL,217.241,1
44,W/LPB+CDL/HBET:1-3,123.3283,URBAN,123.3283,1
44,W/LWAL+CDL/HBET:1-3,112.1056,RURAL,336.3168,3
44,W/LWAL+CDL/HBET:1-3,63.6427,URBAN,190.9281,3
45,CR/LFINF+CDN/H:3,2588.8626,RURAL,7766.5878,3
45,CR/LWAL+CDN/HBET:4-10,137.9851,RURAL,1379.851,10
45,MUR+CB/LWAL+CDN/HBET:1-2,854.1932,RURAL,854.1932,1
45,MUR+CB/LWAL+CDN/HBET:1-4,146.1985,RURAL,584.794,4
45,MUR+CL/LWAL+CDN/HBET:1-4,70.6352,RURAL,282.5408,4
45,MUR+CL/LWAL+CDN/HBET:1-4,507.5879,RURAL,1015.1758,2
45,W/LPB+CDL/HBET:1-3,614.3621,RURAL,614.3621,1
45,W/LWAL+CDL/HBET:1-3,317.0371,RURAL,951.1113,3
46,CR/LFINF+CDN/H:3,3038.7508,RURAL,9116.2524,3
46,CR/LFINF+CDN/H:3,2916.2235,URBAN,8748.6705,3
46,CR/LWAL+CDN/HBET:4-10,161.9639,RURAL,1619.639,10
46,CR/LWAL+CDN/HBET:4-10,155.4332,URBAN,1554.332,10
46,MUR+CB/LWAL+CDN/HBET:1-2,1002.6335,RURAL,1002.6335,1
46,MUR+CB/LWAL+CDN/HBET:1-2,962.2057,URBAN,962.2057,1
46,MUR+CB/LWAL+CDN/HBET:1-4,171.6046,RURAL,686.4184,4
46,MUR+CB/LWAL+CDN/HBET:1-4,164.6852,URBAN,658.7408,4
46,MUR+CL/LWAL+CDN/HBET:1-4,82.9101,RURAL,331.6404,4
46,MUR+CL/LWAL+CDN/HBET:1-4,79.567,URBAN,318.268,4
46,MUR+CL/LWAL+CDN/HBET:1-4,595.7957,RURAL,1191.5914,2
46,MUR+CL/LWAL+CDN/HBET:1-4,571.7722,URBAN,1143.5444,2
46,W/LPB+CDL/HBET:1-3,721.1249,RURAL,721.1249,1
46,W/LPB+CDL/HBET:1-3,692.048,URBAN,692.048,1
46,W/LWAL+CDL/HBET:1-3,372.1313,RURAL,1116.3939,3
46,W/LWAL+CDL/HBET:1-3,357.1264,URBAN,1071.3792,3
47,CR/LFINF+CDN/H:3,1456.525,RURAL,4369.575,3
47,CR/LFINF+CDN/H:3,2055.9099,URBAN,6167.7297,3
47,CR/LWAL+CDN/HBET:4-10,77.632,RURAL,776.32,10
47,CR/LWAL+CDN/HBET:4-10,109.579,URBAN,1095.79,10
47,MUR+CB/LWAL+CDN/HBET:1-2,480.5793,RURAL,480.5793,1
47,MUR+CB/LWAL+CDN/HBET:1-2,678.3459,URBAN,678.3459,1
47,MUR+CB/LWAL+CDN/HBET:1-4,82.253,RURAL,329.012,4
47,MUR+CB/LWAL+CDN/HBET:1-4,116.1015,URBAN,464.406,4
47,MUR+CL/LWAL+CDN/HBET:1-4,39.7402,RURAL,158.9608,4
47,MUR+CL/LWAL+CDN/HBET:1-4,56.094,URBAN,224.376,4
47,MUR+CL/LWAL+CDN/HBET:1-4,285.575,RURAL,571.15,2
47,MUR+CL/LWAL+CDN/HBET:1-4,403.094,URBAN,806.188,2
47,W/LPB+CDL/HBET:1-3,345.6474,RURAL,345.6474,1
47,W/LPB+CDL/HBET:1-3,487.8872,URBAN,487.8872,1
47,W/LWAL+CDL/HBET:1-3,178.3689,RURAL,535.1067,3
47,W/LWAL+CDL/HBET:1-3,251.7707,URBAN,755.3121,3
48,CR/LFINF+CDN/H:3,8821.3229,RURAL,26463.9687,3
48,CR/LFINF+CDN/H:3,35316.1666,URBAN,105948.4998,3
48,CR/LWAL+CDN/HBET:4-10,470.172,RURAL,4701.72,10
48,CR/LWAL+CDN/HBET:4-10,1882.3338,URBAN,18823.338,10
48,MUR+CB/LWAL+CDN/HBET:1-2,2910.5888,RURAL,2910.5888,1
48,MUR+CB/LWAL+CDN/HBET:1-2,11652.5423,URBAN,11652.5423,1
48,MUR+CB/LWAL+CDN/HBET:1-4,498.1585,RURAL,1992.634,4
48,MUR+CB/LWAL+CDN/HBET:1-4,1994.3774,URBAN,7977.5096,4
48,MUR+CL/LWAL+CDN/HBET:1-4,240.6833,RURAL,962.7332,4
48,MUR+CL/LWAL+CDN/HBET:1-4,963.5756,URBAN,3854.3024,4
48,MUR+CL/LWAL+CDN/HBET:1-4,1729.5614,RURAL,3459.1228,2
48,MUR+CL/LWAL+CDN/HBET:1-4,6924.2992,URBAN,13848.5984,2
48,W/LPB+CDL/HBET:1-3,2093.385,RURAL,2093.385,1
48,W/LPB+CDL/HBET:1-3,8380.867,URBAN,8380.867,1
48,W/LWAL+CDL/HBET:1-3,1080.2762,RURAL,3240.8286,3
48,W/LWAL+CDL/HBET:1-3,4324.8859,URBAN,12974.6577,3
