ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE
16,CR/LWAL+CDN/HBET:4-10,45.3953,URBAN
16,MUR+CB/LWAL+CDN/HBET:1-2,261.2301,RURAL
16,MUR+CB/LWAL+CDN/HBET:1-2,484.1614,URBAN
16,MUR+CB/LWAL+CDN/HBET:1-4,24.4931,RURAL
16,MUR+CB/LWAL+CDN/HBET:1-4,45.3953,URBAN
16,MUR+CL/LWAL+CDN/HBET:1-4,7.9269,RURAL
16,MUR+CL/LWAL+CDN/HBET:1-4,14.6916,URBAN
16,MUR+CL/LWAL+CDN/HBET:1-4,155.1527,RURAL
16,MUR+CL/LWAL+CDN/HBET:1-4,287.5586,URBAN
16,W/LPB+CDL/HBET:1-3,219.0129,RURAL
16,W/LPB+CDL/HBET:1-3,405.9165,URBAN
16,W/LWAL+CDL/HBET:1-3,136.5379,RURAL
16,W/LWAL+CDL/HBET:1-3,253.0581,URBAN
17,CR/LFINF+CDN/H:3,524.9762,RURAL
17,CR/LFINF+CDN/H:3,1387.9203,URBAN
17,CR/LWAL+CDN/HBET:4-10,36.9323,RURAL
17,CR/LWAL+CDN/HBET:4-10,97.6408,URBAN
17,MUR+CB/LWAL+CDN/HBET:1-2,393.9,RURAL
17,MUR+CB/LWAL+CDN/HBET:1-2,1041.384,URBAN
17,MUR+CB/LWAL+CDN/HBET:1-4,36.9323,RURAL
17,MUR+CB/LWAL+CDN/HBET:1-4,97.6408,URBAN
17,MUR+CL/LWAL+CDN/HBET:1-4,11.9526,RURAL
17,MUR+CL/LWAL+CDN/HBET:1-4,31.6001,URBAN
17,MUR+CL/LWAL+CDN/HBET:1-4,233.9495,RURAL
17,MUR+CL/LWAL+CDN/HBET:1-4,618.5104,URBAN
17,W/LPB+CDL/HBET:1-3,330.2421,RURAL
17,W/LPB+CDL/HBET:1-3,873.0867,URBAN
17,W/LWAL+CDL/HBET:1-3,205.8809,RURAL
17,W/LWAL+CDL/HBET:1-3,544.3033,URBAN
18,CR/LFINF+CDN/H:3,215.7474,RURAL
18,CR/LFINF+CDN/H:3,781.3676,URBAN
18,CR/LWAL+CDN/HBET:4-10,15.1779,RURAL
18,CR/LWAL+CDN/HBET:4-10,54.9696,URBAN
18,MUR+CB/LWAL+CDN/HBET:1-2,161.8795,RURAL
18,MUR+CB/LWAL+CDN/HBET:1-2,586.2756,URBAN
18,MUR+CB/LWAL+CDN/HBET:1-4,15.1779,RURAL
18,MUR+CB/LWAL+CDN/HBET:1-4,54.9696,URBAN
18,MUR+CL/LWAL+CDN/HBET:1-4,4.9121,RURAL
18,MUR+CL/LWAL+CDN/HBET:1-4,17.7902,URBAN
18,MUR+CL/LWAL+CDN/HBET:1-4,96.1453,RURAL
18,MUR+CL/LWAL+CDN/HBET:1-4,348.2073,URBAN
18,W/LPB+CDL/HBET:1-3,135.7183,RURAL
18,W/LPB+CDL/HBET:1-3,491.528,URBAN
18,W/LWAL+CDL/HBET:1-3,84.6101,RURAL
18,W/LWAL+CDL/HBET:1-3,306.4304,URBAN
19,CR/LFINF+CDN/H:3,552.3926,RURAL
19,CR/LWAL+CDN/HBET:4-10,38.8611,RURAL
19,MUR+CB/LWAL+CDN/HBET:1-2,414.4711,RURAL
19,MUR+CB/LWAL+CDN/HBET:1-4,38.8611,RURAL
19,MUR+CL/LWAL+CDN/HBET:1-4,12.5769,RURAL
19,MUR+CL/LWAL+CDN/HBET:1-4,246.1673,RURAL
19,W/LPB+CDL/HBET:1-3,347.4887,RURAL
19,W/LWAL+CDL/HBET:1-3,216.6329,RURAL
20,CR/LFINF+CDN/H:3,580.9509,RURAL
20,CR/LFINF+CDN/H:3,939.9729,URBAN
20,CR/LWAL+CDN/HBET:4-10,40.8702,RURAL
20,CR/LWAL+CDN/HBET:4-10,66.1275,URBAN
20,MUR+CB/LWAL+CDN/HBET:1-2,435.899,RURAL
20,MUR+CB/LWAL+CDN/HBET:1-2,705.2803,URBAN
20,MUR+CB/LWAL+CDN/HBET:1-4,40.8702,RURAL
20,MUR+CB/LWAL+CDN/HBET:1-4,66.1275,URBAN
20,MUR+CL/LWAL+CDN/HBET:1-4,13.2271,RURAL
20,MUR+CL/LWAL+CDN/HBET:1-4,21.4013,URBAN
20,MUR+CL/LWAL+CDN/HBET:1-4,258.894,RURAL
20,MUR+CL/LWAL+CDN/HBET:1-4,418.8879,URBAN
20,W/LPB+CDL/HBET:1-3,365.4536,RURAL
20,W/LPB+CDL/HBET:1-3,591.3004,URBAN
20,W/LWAL+CDL/HBET:1-3,227.8326,RURAL
20,W/LWAL+CDL/HBET:1-3,368.631,URBAN
21,CR/LFINF+CDN/H:3,650.1809,RURAL
21,CR/LFINF+CDN/H:3,2516.019,URBAN
21,CR/LWAL+CDN/HBET:4-10,45.7405,RURAL
21,CR/LWAL+CDN/HBET:4-10,177.0031,URBAN
21,MUR+CB/LWAL+CDN/HBET:1-2,487.8436,RURAL
21,MUR+CB/LWAL+CDN/HBET:1-2,1887.8188,URBAN
21,MUR+CB/LWAL+CDN/HBET:1-4,45.7405,RURAL
21,MUR+CB/LWAL+CDN/HBET:1-4,177.0031,URBAN
21,MUR+CL/LWAL+CDN/HBET:1-4,14.8033,RURAL
21,MUR+CL/LWAL+CDN/HBET:1-4,57.2846,URBAN
21,MUR+CL/LWAL+CDN/HBET:1-4,289.7455,RURAL
21,MUR+CL/LWAL+CDN/HBET:1-4,1121.2344,URBAN
21,W/LPB+CDL/HBET:1-3,409.0035,RURAL
21,W/LPB+CDL/HBET:1-3,1582.7298,URBAN
21,W/LWAL+CDL/HBET:1-3,254.9827,RURAL
21,W/LWAL+CDL/HBET:1-3,986.712,URBAN
22,CR/LFINF+CDN/H:3,711.4466,RURAL
22,CR/LFINF+CDN/H:3,3060.33,URBAN
22,CR/LWAL+CDN/HBET:4-10,50.0506,RURAL
22,CR/LWAL+CDN/HBET:4-10,215.2957,URBAN
22,MUR+CB/LWAL+CDN/HBET:1-2,533.8125,RURAL
22,MUR+CB/LWAL+CDN/HBET:1-2,2296.2261,URBAN
22,MUR+CB/LWAL+CDN/HBET:1-4,50.0506,RURAL
22,MUR+CB/LWAL+CDN/HBET:1-4,215.2957,URBAN
22,MUR+CL/LWAL+CDN/HBET:1-4,16.1982,RURAL
22,MUR+CL/LWAL+CDN/HBET:1-4,69.6775,URBAN
22,MUR+CL/LWAL+CDN/HBET:1-4,317.0479,RURAL
22,MUR+CL/LWAL+CDN/HBET:1-4,1363.8002,URBAN
22,W/LPB+CDL/HBET:1-3,447.5434,RURAL
22,W/LPB+CDL/HBET:1-3,1925.1347,URBAN
22,W/LWAL+CDL/HBET:1-3,279.0094,RURAL
22,W/LWAL+CDL/HBET:1-3,1200.1754,URBAN
23,CR/LFINF+CDN/H:3,526.2836,RURAL
23,CR/LFINF+CDN/H:3,177.9872,URBAN
23,CR/LWAL+CDN/HBET:4-10,37.0243,RURAL
23,CR/LWAL+CDN/HBET:4-10,12.5215,URBAN
23,MUR+CB/LWAL+CDN/HBET:1-2,394.881,RURAL
23,MUR+CB/LWAL+CDN/HBET:1-2,133.5473,URBAN
23,MUR+CB/LWAL+CDN/HBET:1-4,37.0243,RURAL
23,MUR+CB/LWAL+CDN/HBET:1-4,12.5215,URBAN
23,MUR+CL/LWAL+CDN/HBET:1-4,11.9824,RURAL
23,MUR+CL/LWAL+CDN/HBET:1-4,4.0524,URBAN
23,MUR+CL/LWAL+CDN/HBET:1-4,234.5321,RURAL
23,MUR+CL/LWAL+CDN/HBET:1-4,79.3179,URBAN
23,W/LPB+CDL/HBET:1-3,331.0645,RURAL
23,W/LPB+CDL/HBET:1-3,111.9648,URBAN
23,W/LWAL+CDL/HBET:1-3,206.3936,RURAL
23,W/LWAL+CDL/HBET:1-3,69.8016,URBAN
24,CR/LFINF+CDN/H:3,421.4048,RURAL
24,CR/LFINF+CDN/H:3,662.5285,URBAN
24,CR/LWAL+CDN/HBET:4-10,29.646,RURAL
24,CR/LWAL+CDN/HBET:4-10,46.6092,URBAN
24,MUR+CB/LWAL+CDN/HBET:1-2,316.1883,RURAL
24,MUR+CB/LWAL+CDN/HBET:1-2,497.1082,URBAN
24,MUR+CB/LWAL+CDN/HBET:1-4,29.646,RURAL
24,MUR+CB/LWAL+CDN/HBET:1-4,46.6092,URBAN
24,MUR+CL/LWAL+CDN/HBET:1-4,9.5945,RURAL
24,MUR+CL/LWAL+CDN/HBET:1-4,15.0844,URBAN
24,MUR+CL/LWAL+CDN/HBET:1-4,187.7941,RURAL
24,MUR+CL/LWAL+CDN/HBET:1-4,295.2481,URBAN
24,W/LPB+CDL/HBET:1-3,265.0894,RURAL
24,W/LPB+CDL/HBET:1-3,416.7709,URBAN
24,W/LWAL+CDL/HBET:1-3,165.2631,RURAL
24,W/LWAL+CDL/HBET:1-3,259.8251,URBAN
25,CR/LFINF+CDN/H:3,531.3061,RURAL
25,CR/LFINF+CDN/H:3,546.8214,URBAN
25,CR/LWAL+CDN/HBET:4-10,37.3776,RURAL
25,CR/LWAL+CDN/HBET:4-10,38.4691,URBAN
25,MUR+CB/LWAL+CDN/HBET:1-2,398.6495,RURAL
25,MUR+CB/LWAL+CDN/HBET:1-2,410.2909,URBAN
25,MUR+CB/LWAL+CDN/HBET:1-4,37.3776,RURAL
25,MUR+CB/LWAL+CDN/HBET:1-4,38.4691,URBAN
25,MUR+CL/LWAL+CDN/HBET:1-4,12.0968,RURAL
25,MUR+CL/LWAL+CDN/HBET:1-4,12.45,URBAN
25,MUR+CL/LWAL+CDN/HBET:1-4,236.7703,RURAL
25,MUR+CL/LWAL+CDN/HBET:1-4,243.6845,URBAN
25,W/LPB+CDL/HBET:1-3,334.224,RURAL
25,W/LPB+CDL/HBET:1-3,343.9841,URBAN
25,W/LWAL+CDL/HBET:1-3,208.3633,RURAL
25,W/LWAL+CDL/HBET:1-3,214.448,URBAN
26,CR/LFINF+CDN/H:3,865.0567,RURAL
26,CR/LFINF+CDN/H:3,962.782,URBAN
26,CR/LWAL+CDN/HBET:4-10,60.8571,RURAL
26,CR/LWAL+CDN/HBET:4-10,67.7322,URBAN
26,MUR+CB/LWAL+CDN/HBET:1-2,649.0691,RURAL
26,MUR+CB/LWAL+CDN/HBET:1-2,722.3943,URBAN
26,MUR+CB/LWAL+CDN/HBET:1-4,60.8571,RURAL
26,MUR+CB/LWAL+CDN/HBET:1-4,67.7322,URBAN
26,MUR+CL/LWAL+CDN/HBET:1-4,19.6956,RURAL
26,MUR+CL/LWAL+CDN/HBET:1-4,21.9206,URBAN
26,MUR+CL/LWAL+CDN/HBET:1-4,385.5024,RURAL
26,MUR+CL/LWAL+CDN/HBET:1-4,429.0525,URBAN
26,W/LPB+CDL/HBET:1-3,544.1735,RURAL
26,W/LPB+CDL/HBET:1-3,605.6487,URBAN
26,W/LWAL+CDL/HBET:1-3,339.2509,RURAL
26,W/LWAL+CDL/HBET:1-3,377.576,URBAN
27,CR/LFINF+CDN/H:3,747.7018,RURAL
27,CR/LWAL+CDN/HBET:4-10,52.6012,RURAL
27,MUR+CB/LWAL+CDN/HBET:1-2,561.0154,RURAL
27,MUR+CB/LWAL+CDN/HBET:1-4,52.6012,RURAL
27,MUR+CL/LWAL+CDN/HBET:1-4,17.0237,RURAL
27,MUR+CL/LWAL+CDN/HBET:1-4,333.2045,RURAL
27,W/LPB+CDL/HBET:1-3,470.3501,RURAL
27,W/LWAL+CDL/HBET:1-3,293.2276,RURAL
28,CR/LFINF+CDN/H:3,1358.9621,RURAL
28,CR/LFINF+CDN/H:3,6.0727,URBAN
28,CR/LWAL+CDN/HBET:4-10,95.6036,RURAL
28,MUR+CB/LWAL+CDN/HBET:1-2,1019.6561,RURAL
28,MUR+CB/LWAL+CDN/HBET:1-2,4.5565,URBAN
28,MUR+CB/LWAL+CDN/HBET:1-4,95.6036,RURAL
28,MUR+CL/LWAL+CDN/HBET:1-4,30.9408,RURAL
28,MUR+CL/LWAL+CDN/HBET:1-4,605.6055,RURAL
28,MUR+CL/LWAL+CDN/HBET:1-4,2.7062,URBAN
28,W/LPB+CDL/HBET:1-3,854.8702,RURAL
28,W/LPB+CDL/HBET:1-3,3.8201,URBAN
28,W/LWAL+CDL/HBET:1-3,532.9468,RURAL
28,W/LWAL+CDL/HBET:1-3,2.3816,URBAN
29,CR/LFINF+CDN/H:3,487.2665,RURAL
29,CR/LWAL+CDN/HBET:4-10,34.2794,RURAL
29,MUR+CB/LWAL+CDN/HBET:1-2,365.6057,RURAL
29,MUR+CB/LWAL+CDN/HBET:1-4,34.2794,RURAL
29,MUR+CL/LWAL+CDN/HBET:1-4,11.0941,RURAL
29,MUR+CL/LWAL+CDN/HBET:1-4,217.1446,RURAL
29,W/LPB+CDL/HBET:1-3,306.5204,RURAL
29,W/LWAL+CDL/HBET:1-3,191.0923,RURAL
30,CR/LFINF+CDN/H:3,708.2994,RURAL
30,CR/LFINF+CDN/H:3,44.9853,URBAN
30,CR/LWAL+CDN/HBET:4-10,49.8292,RURAL
30,CR/LWAL+CDN/HBET:4-10,3.1647,URBAN
30,MUR+CB/LWAL+CDN/HBET:1-2,531.4511,RURAL
