ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE,POPULATION
115,MUR/LWAL+CDN/H:1,234.0805,RURAL,1434.6745
115,W/LFM+CDL/H:1,1404.4831,RURAL,8608.0468
116,CR/LWAL+CDL/HBET:3-5,1130.3771,RURAL,6928.0569
116,MUR+CB/LWAL+CDN/H:1,176.6214,RURAL,1082.5089
116,MUR/LWAL+CDN/H:1,1236.35,RURAL,7577.5622
116,MUR/LWAL+CDN/H:1,141.2971,RURAL,866.0071
116,W/LFM+CDL/H:1,847.7828,RURAL,5196.0426
117,CR/LWAL+CDL/HBET:3-5,2484.949,RURAL,15230.1985
117,CR/LWAL+CDL/HBET:3-5,18000.4037,URBAN,110324.0858
117,MUR+CB/LWAL+CDN/H:1,388.2733,RURAL,2379.7185
117,MUR+CB/LWAL+CDN/H:1,2812.5631,URBAN,17238.1384
117,MUR/LWAL+CDN/H:1,2717.9129,RURAL,16658.0296
117,MUR/LWAL+CDN/H:1,19687.9416,URBAN,120666.9688
117,MUR/LWAL+CDN/H:1,310.6186,RURAL,1903.7748
117,MUR/LWAL+CDN/H:1,2250.0505,URBAN,13790.5107
117,W/LFM+CDL/H:1,1863.7117,RURAL,11422.6488
117,W/LFM+CDL/H:1,13500.3028,URBAN,82743.0643
118,CR/LWAL+CDL/HBET:3-5,1570.8646,RURAL,9627.7954
118,MUR+CB/LWAL+CDN/H:1,245.4476,RURAL,1504.343
118,MUR/LWAL+CDN/H:1,1718.1332,RURAL,10530.4012
118,MUR/LWAL+CDN/H:1,196.3581,RURAL,1203.4744
118,W/LFM+CDL/H:1,1178.1485,RURAL,7220.8466
