TAXONOMY,AREA_PER_BUILDING
W/LFM+CDH/H:2/Hotels,2070
W/LFM+CDL/H:1/Hotels,1035
W/LFM+CDL/H:2/Hotels,2070
W/LFM+CDN/H:1/Hotels,1035
W/LFM+CDN/H:2/Hotels,2070
CR/LDUAL+CDH/H:1/Hotels,1035
CR/LDUAL+CDH/HBET:3-5/Hotels,5175
CR/LDUAL+CDH/HBET:6-/Hotels,6209
CR/LDUAL+CDL/H:1/Hotels,1035
CR/LDUAL+CDL/HBET:3-5/Hotels,5175
CR/LDUAL+CDL/HBET:6-/Hotels,6209
CR/LDUAL+CDN/H:1/Hotels,1035
W/LFM+CDL/HBET:3-5/Hotels,5175
W/LFM+CDH/HBET:3-5/Hotels,5175
MCF/LWAL+CDN/HBET:3-5/Hotels,5175
MUR+ADO/LWAL+CDN/H:1/Hotels,1035
MCF/LWAL+CDL/HBET:3-5/Hotels,5175
