TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDH/H:2/Trade,214
CR/LFINF+CDN/H:2/Trade,214
CR/LFINF+CDN/H:1/Trade,128
MUR+ST/LWAL+CDN/H:1/Trade,107
MUR+CL/LWAL+CDN/H:2/Trade,214
MUR+CL/LWAL+CDN/H:1/Trade,107
S/LFM+CDM/H:2/Trade,214
S/LFM+CDM/H:1/Trade,128
S/LFM+CDL/H:1/Trade,128
S/LFM+CDH/H:1/Trade,128
S/LFM+CDN/H:2/Trade,214
S/LFINF+CDM/H:2/Trade,214
S/LFINF+CDM/H:1/Trade,128
S/LFINF+CDL/H:2/Trade,214
S/LFINF+CDL/H:1/Trade,128
S/LFINF+CDH/H:2/Trade,214
S/LFINF+CDH/H:1/Trade,128
S/LFINF+CDN/H:2/Trade,214
S/LFINF+CDN/H:1/Trade,128
S/LFM+CDN/H:1/Trade,128
S/LFM+CDL/H:2/Trade,214
CR/LDUAL+CDH/H:2/Hotels,515
CR/LDUAL+CDH/HBET:3-5/Hotels,1287
CR/LDUAL+CDH/HBET:6-/Hotels,1802
CR/LDUAL+CDL/H:1/Hotels,257
CR/LDUAL+CDL/H:2/Hotels,515
CR/LDUAL+CDM/H:1/Hotels,257
CR/LDUAL+CDM/H:2/Hotels,515
CR/LDUAL+CDM/HBET:3-5/Hotels,1287
CR/LDUAL+CDM/HBET:6-/Hotels,1802
MCF/LWAL+CDN/H:1/Hotels,206
MCF/LWAL+CDN/H:2/Hotels,515
MCF/LWAL+CDL/H:2/Hotels,515
MCF/LWAL+CDL/HBET:3-5/Hotels,1287
MCF/LWAL+CDL/H:1/Hotels,206
CR/LFINF+CDH/H:1/Hotels,257
MUR+ST/LWAL+CDN/H:2/Hotels,515
MUR+CB/LWAL+CDN/H:1/Hotels,206
MUR+CB/LWAL+CDN/H:2/Hotels,515
CR/LDUAL+CDH/H:1/Hotels,257
CR/LDUAL+CDN/H:2/Hotels,515
CR/LDUAL+CDN/H:1/Hotels,257
CR/LFINF+CDM/HBET:3-5/Hotels,1287
CR/LFINF+CDM/H:2/Hotels,515
CR/LFINF+CDM/H:1/Hotels,257
CR/LFINF+CDL/H:2/Hotels,515
CR/LFINF+CDL/H:1/Hotels,257
CR/LFINF+CDH/HBET:3-5/Hotels,1287
CR/LFINF+CDH/H:2/Hotels,515
CR/LFINF+CDN/H:2/Hotels,515
CR/LFINF+CDN/H:1/Hotels,257
MUR+ST/LWAL+CDN/H:1/Hotels,206
MUR+CL/LWAL+CDN/H:2/Hotels,515
MUR+CL/LWAL+CDN/H:1/Hotels,206
CR/LFINF+CDM/HBET:6-/Hotels,1802
CR/LFINF+CDH/HBET:6-/Hotels,1802
